year_month,state,district,enrolment_total,demographic_total,biometric_total,demo_update_rate,bio_update_rate,update_imbalance,demo_mom_delta,bio_mom_delta,z_demo_update_rate,z_bio_update_rate,ml_anomaly_score
2025-01,Andhra Pradesh,Alluri Sitharama Raju,15,5446.0,11152.0,340.375,697.0,-0.3437556479305982,,,3.173716359128816,3.17241310954877,-1
2025-01,Andhra Pradesh,Ananthapur,36,10534.0,61739.0,284.7027027027027,1668.6216216216217,-0.7084843788914409,,,3.15630946266444,3.1744834553156007,-1
2025-01,Andhra Pradesh,Ananthapuramu,57,32335.0,83413.0,557.5,1438.155172413793,-0.4412824300857891,,,3.173662587999228,3.175182502994139,-1
2025-01,Andhra Pradesh,Annamayya,12,20756.0,5952.0,1596.6153846153843,457.84615384615387,0.5542700962222472,,,3.174519295214442,3.175151153088087,-1
2025-01,Andhra Pradesh,Bapatla,10,6061.0,3161.0,551.0,287.3636363636364,0.3144313130217933,,,3.163722253386472,3.1556083391390097,-1
2025-01,Andhra Pradesh,Chittoor,163,87043.0,162842.0,530.75,992.939024390244,-0.3033343204501252,,,3.170398433078823,3.17295296438966,-1
2025-02,Andhra Pradesh,Chittoor,338,4325.0,3057.0,12.75811209439528,9.017699115044248,0.1717459027495598,-82718.0,-159785.0,-0.3215174475814684,-0.3192119553937935,-1
2025-01,Andhra Pradesh,East Godavari,171,68086.0,194787.0,395.8488372093023,1132.4825581395348,-0.4819837640846945,,,3.164307716541688,3.173863152819515,-1
2025-02,Andhra Pradesh,East Godavari,351,4086.0,3641.0,11.607954545454543,10.34375,0.0575828157349896,-64000.0,-191146.0,-0.3532669247380511,-0.3173662447724231,-1
2025-01,Andhra Pradesh,Eluru,6,5330.0,5236.0,761.4285714285714,748.0,0.0088956184347496,,,3.1683660071021253,3.174766179479509,-1
2025-01,Andhra Pradesh,Guntur,187,89212.0,195052.0,474.531914893617,1037.5106382978724,-0.3723286370112395,,,3.1706582228381985,3.174137748130199,-1
2025-02,Andhra Pradesh,Guntur,386,4186.0,3778.0,10.81653746770026,9.762273901808786,0.0512241054613935,-85026.0,-191274.0,-0.3261129592459842,-0.3115242830737838,-1
2025-01,Andhra Pradesh,Kakinada,20,13899.0,7003.0,661.8571428571429,333.4761904761905,0.3299047983543032,,,3.16878468607682,3.170841617959114,-1
2025-01,Andhra Pradesh,Krishna,133,43114.0,152991.0,321.74626865671644,1141.7238805970148,-0.560293922674472,,,3.167844584108606,3.174448150866343,-1
2025-02,Andhra Pradesh,Krishna,345,3609.0,3168.0,10.43063583815029,9.15606936416185,0.065063440542933,-39505.0,-149823.0,-0.350912508700804,-0.3146156722271063,-1
2025-01,Andhra Pradesh,Kurnool,276,100584.0,239993.0,363.1191335740072,866.4007220216606,-0.409330608553694,,,3.17252973612489,3.1741649142212336,-1
2025-02,Andhra Pradesh,Kurnool,493,4063.0,4626.0,8.224696356275304,9.364372469635628,-0.0647871116225546,-96521.0,-235367.0,-0.3118064573604249,-0.3069569918319731,-1
2025-01,Andhra Pradesh,N. T. R,16,19915.0,9005.0,1171.470588235294,529.7058823529412,0.3772345354586632,,,3.158358186520794,3.174586007722123,-1
2025-01,Andhra Pradesh,Nandyal,22,17518.0,6434.0,761.6521739130435,279.7391304347826,0.4627395315826828,,,3.1700284263667364,3.1607136800472837,-1
2025-01,Andhra Pradesh,Palnadu,21,14796.0,6746.0,672.5454545454545,306.6363636363636,0.373671262126909,,,3.1667540888000416,3.170884566346657,-1
2025-01,Andhra Pradesh,Parvathipuram Manyam,8,3514.0,7393.0,390.44444444444446,821.4444444444445,-0.3556105610561056,,,3.1652472982880107,3.174354541411223,-1
2025-02,Andhra Pradesh,Prakasam,339,3973.0,2948.0,11.68529411764706,8.670588235294117,0.1480785900028893,-38430.0,-140908.0,-0.4608002428507373,-0.3421561165105442,-1
2025-01,Andhra Pradesh,Sri Sathya Sai,16,9534.0,6497.0,560.8235294117648,382.1764705882353,0.1894336327345309,,,3.163508022333727,3.174497457909747,-1
2025-01,Andhra Pradesh,Srikakulam,112,73806.0,133231.0,653.1504424778761,1179.0353982300885,-0.287024604178943,,,3.168148459552029,3.173552658360642,-1
2025-02,Andhra Pradesh,Srikakulam,181,3165.0,2360.0,17.39010989010989,12.967032967032967,0.1456749909518639,-70641.0,-130871.0,-0.3158236608348048,-0.3094004034383005,-1
2025-01,Andhra Pradesh,Visakhapatnam,149,78273.0,213914.0,521.82,1426.0933333333332,-0.4642250879570687,,,3.1692394439725557,3.174395634929553,-1
2025-02,Andhra Pradesh,Visakhapatnam,328,4258.0,4056.0,12.94224924012158,12.328267477203648,0.0242934455802766,-74015.0,-209858.0,-0.3125481199164376,-0.3112169340598906,-1
2025-01,Andhra Pradesh,Vizianagaram,80,35279.0,105195.0,435.5432098765432,1298.7037037037037,-0.4977113365367503,,,3.166694445330699,3.1744200568422376,-1
2025-01,Andhra Pradesh,West Godavari,143,57687.0,144894.0,400.6041666666667,1006.2083333333334,-0.4304775350228549,,,3.166340688954978,3.17421434092752,-1
2025-02,Andhra Pradesh,West Godavari,244,3864.0,2736.0,15.771428571428572,11.16734693877551,0.1708831995152249,-53823.0,-142158.0,-0.3182038243857187,-0.3177254718581822,-1
2025-01,Andhra Pradesh,Y. S. R,20,15829.0,5257.0,753.7619047619048,250.33333333333331,0.5013515436050647,,,3.1726864933117818,3.171857664499904,-1
2025-01,Arunachal Pradesh,Namsai,2,704.0,3664.0,234.66666666666663,1221.3333333333333,-0.6775005722133212,,,3.1218043387055334,3.1654540818100148,-1
2025-02,Bihar,Araria,475,5878.0,2445.0,12.34873949579832,5.13655462184874,0.4124219125420471,-34616.0,-104189.0,-0.5820048591987327,-0.4253003092406967,-1
2025-02,Bihar,Bhagalpur,652,4564.0,2431.0,6.989280245022971,3.722817764165391,0.3048885077186964,-47327.0,-96913.0,-0.8353576061522856,-1.2551165345214006,-1
2025-02,Bihar,Darbhanga,592,5882.0,3510.0,9.919055649241146,5.919055649241146,0.252528478654317,-32976.0,-135355.0,-0.5103084521641704,-0.3312684755803054,-1
2025-02,Bihar,East Champaran,710,9378.0,3779.0,13.189873417721518,5.315049226441632,0.4255205958352333,-49736.0,-137394.0,0.094970293874188,-0.3466793996048935,-1
2025-02,Bihar,Gaya,679,5701.0,2480.0,8.383823529411766,3.647058823529412,0.3936690295771205,-54648.0,-129449.0,-0.7157389904736345,-0.8485240897577143,-1
2025-02,Bihar,Katihar,473,5611.0,3299.0,11.837552742616031,6.959915611814346,0.2594546066659185,-44612.0,-139473.0,-0.6165342691384852,-0.3882503373371901,-1
2025-01,Bihar,Kishanganj,121,36650.0,81147.0,300.40983606557376,665.139344262295,-0.377739859759928,,,3.153168376577104,3.174379948328224,-1
2025-02,Bihar,Madhubani,536,5692.0,3719.0,10.599627560521416,6.925512104283054,0.2096260093497662,-43941.0,-157992.0,-0.3025730366743097,-0.3694390718321508,-1
2025-02,Bihar,Muzaffarpur,549,7804.0,3520.0,14.18909090909091,6.4,0.3782781456953642,-44741.0,-137755.0,-0.1256325436388741,-0.5117464162240448,-1
2025-02,Bihar,Patna,705,8433.0,2915.0,11.944759206798867,4.128895184135978,0.4862102387875583,-45262.0,-141801.0,-0.9882227843787078,-0.9001042454608579,-1
2025-02,Bihar,Purnia,407,4219.0,2762.0,10.340686274509803,6.769607843137255,0.2086794614723575,-27439.0,-157602.0,-0.500284415753295,-0.5967254204145722,-1
2025-02,Bihar,Samastipur,850,8022.0,2812.0,9.426556991774383,3.3043478260869565,0.4808491001384402,-45717.0,-135991.0,-0.872390023900628,-0.3993688831704999,-1
2025-02,Bihar,Sitamarhi,480,3414.0,2936.0,7.097713097713098,6.103950103950104,0.0752637379940166,-50502.0,-119812.0,-0.6303909359066231,-0.2018179755871097,-1
2025-02,Bihar,Vaishali,545,4264.0,2332.0,7.809523809523809,4.271062271062271,0.2928603910868577,-41393.0,-111328.0,-0.5240843323119998,-0.3244993411427313,-1
2025-02,Bihar,West Champaran,635,6652.0,2529.0,10.459119496855346,3.976415094339623,0.4490307122631235,-45074.0,-107417.0,-0.6601273742888705,-0.6593970758748363,-1
2025-01,Chhattisgarh,Balod,20,32483.0,46786.0,1546.809523809524,2227.904761904762,-0.1804339598839409,,,3.1735151925767333,3.1728941460105045,-1
2025-01,Chhattisgarh,Bastar,65,30482.0,51312.0,461.8484848484849,777.4545454545455,-0.25466104285103,,,3.1628252128597083,3.172941026357792,-1
2025-01,Chhattisgarh,Bemetara,51,27172.0,66266.0,522.5384615384615,1274.3461538461538,-0.4183906077761962,,,3.170251024286853,3.1739004368603254,-1
2025-02,Chhattisgarh,Bilaspur,474,2548.0,4119.0,5.364210526315789,8.67157894736842,-0.2356028794241151,-74859.0,-104766.0,-1.069067901703025,-0.8319413356034229,-1
2025-01,Chhattisgarh,Dakshin Bastar Dantewada,9,1243.0,16387.0,124.3,1638.7,-0.8589416368895695,,,3.060900680119307,3.1723240376263977,-1
2025-01,Chhattisgarh,Dantewada,4,454.0,11513.0,90.8,2302.6,-0.9240474598930482,,,3.154082075793988,3.174774985797662,-1
2025-01,Chhattisgarh,Dhamtari,37,21714.0,51983.0,571.421052631579,1367.9736842105262,-0.4107167087302233,,,3.161192241179931,3.172974580992228,-1
2025-02,Chhattisgarh,Durg,171,1118.0,5387.0,6.5,31.319767441860463,-0.6561635413464494,-38562.0,-90758.0,-1.160511142004032,-0.9661622393822122,-1
2025-01,Chhattisgarh,Janjgir-champa,122,55397.0,104794.0,450.3821138211382,851.9837398373984,-0.3083612165401518,,,3.170979139112037,3.173791427385737,-1
2025-02,Chhattisgarh,Janjgir-champa,221,1538.0,3263.0,6.927927927927928,14.6981981981982,-0.3592253227821741,-53859.0,-101531.0,-0.3694009566849725,-0.328081218951635,-1
2025-01,Chhattisgarh,Jashpur,56,35041.0,39707.0,614.7543859649123,696.6140350877193,-0.0624222397624048,,,2.8441369729316293,3.0429448127361987,-1
2025-01,Chhattisgarh,Kabeerdham,15,16577.0,15707.0,1036.0625,981.6875,0.0269474988384698,,,3.174181211173837,3.1727732475011723,-1
2025-01,Chhattisgarh,Kanker,10,7442.0,27898.0,676.5454545454545,2536.181818181818,-0.5788178036841063,,,3.173295470615701,3.175298915853828,-1
2025-01,Chhattisgarh,Kawardha,33,34465.0,32472.0,1013.6764705882352,955.0588235294116,0.02977382055036,,,3.1721009315813733,3.1729272255110472,-1
2025-01,Chhattisgarh,Kondagaon,21,35446.0,31989.0,1611.1818181818182,1454.0454545454545,0.0512634201316804,,,3.174961508661722,3.174923382682639,-1
2025-01,Chhattisgarh,Korba,82,50490.0,63438.0,608.3132530120482,764.3132530120482,-0.1136497292173195,,,3.1715635806906826,3.17361041243118,-1
2025-01,Chhattisgarh,Koriya,34,11029.0,35423.0,315.1142857142857,1012.0857142857144,-0.5251329300583385,,,2.9683824669091163,3.168156502722929,-1
2025-01,Chhattisgarh,Mahasamund,89,95493.0,63407.0,1061.0333333333333,704.5222222222222,0.2019244686943442,,,3.174325340029461,3.174881988846902,-1
2025-02,Chhattisgarh,Mahasamund,115,1388.0,1819.0,11.96551724137931,15.68103448275862,-0.1343516209476309,-94105.0,-61588.0,-0.3084716520459552,-0.2936513585218762,-1
2025-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2,6874.0,3766.0,2291.333333333333,1255.3333333333333,0.2920778122356921,,,3.1735921872768342,3.175363037945905,-1
2025-01,Chhattisgarh,Mungeli,70,39509.0,42416.0,556.4647887323944,597.4084507042254,-0.0354832409735615,,,3.16664895845926,3.168815965643056,-1
2025-01,Chhattisgarh,Narayanpur,17,12264.0,13662.0,681.3333333333334,759.0,-0.0539206232884637,,,3.1714662517401453,3.168885910545158,-1
2025-02,Chhattisgarh,Raipur,289,1746.0,3292.0,6.020689655172414,11.351724137931036,-0.3068069061321691,-81196.0,-106974.0,-0.3784902059471163,-0.3811335281613852,-1
2025-01,Chhattisgarh,Rajnandgaon,58,95021.0,92473.0,1610.5254237288136,1567.3389830508474,0.0135896957252193,,,3.1747310717089907,3.174934387217549,-1
2025-02,Chhattisgarh,Rajnandgaon,176,1619.0,3217.0,9.146892655367232,18.17514124293785,-0.3303700640893116,-93402.0,-89256.0,-0.309796423569645,-0.3055737367786701,-1
2025-01,Chhattisgarh,Surguja,83,57548.0,43131.0,685.0952380952381,513.4642857142857,0.1431962653953118,,,3.16538862775145,3.1716750422566435,-1
2025-01,Chhattisgarh,Uttar Bastar Kanker,1,1686.0,16540.0,843.0,8270.0,-0.8149448620178855,,,3.169778822490339,3.1754040907704173,-1
2025-02,Delhi,East Delhi,258,1809.0,1639.0,6.984555984555985,6.328185328185328,0.0492896491736735,-143319.0,-87162.0,-1.059797659156238,-1.2886077998757588,-1
2025-02,Delhi,North East Delhi,283,930.0,1769.0,3.2746478873239435,6.22887323943662,-0.3107407407407407,-104364.0,-97214.0,-1.6144562259021216,-1.4993087171533908,-1
2025-02,Delhi,North West Delhi,528,3248.0,3591.0,6.1398865784499055,6.7882797731569,-0.0501461988304093,-229425.0,-231998.0,-0.6120558323040425,-0.7536154962981145,-1
2025-02,Delhi,South Delhi,422,2156.0,2401.0,5.09692671394799,5.67612293144208,-0.0537516454585344,-149184.0,-163981.0,-0.7033679278119487,-0.5890262439701988,-1
2025-02,Delhi,South West Delhi,264,1623.0,1488.0,6.124528301886793,5.615094339622641,0.0433804627249357,-115131.0,-101935.0,-0.936869671180743,-0.6656978382666294,-1
2025-02,Delhi,West Delhi,345,2020.0,1724.0,5.838150289017341,4.982658959537572,0.0790387182910547,-170149.0,-127717.0,-1.527194563289317,-1.7119756952563272,-1
2025-02,Gujarat,Ahmedabad,720,4802.0,6781.0,6.660194174757281,9.40499306518724,-0.17083908839779,-127535.0,-282849.0,-0.7853941414242872,-0.3785151624668348,-1
2025-02,Gujarat,Rajkot,342,2248.0,2417.0,6.553935860058309,7.0466472303207,-0.0362194599228461,-75474.0,-120619.0,-1.0994379376797534,-0.9599703233511424,-1
2025-02,Gujarat,Surat,643,5767.0,4959.0,8.95496894409938,7.700310559006211,0.0753239489139554,-207240.0,-188213.0,-1.1549453140123371,-0.7472667031868341,-1
2025-02,Gujarat,Vadodara,338,2588.0,3497.0,7.6342182890855455,10.315634218289086,-0.149359185014788,-32645.0,-136650.0,-0.9644924329006852,-0.4583837494628173,-1
2025-01,Haryana,Bhiwani,67,14918.0,64061.0,219.3823529411765,942.0735294117648,-0.6222208153963028,,,3.167115109432817,3.174989494936133,-1
2025-01,Haryana,Fatehabad,37,27406.0,44447.0,721.2105263157895,1169.657894736842,-0.2371614663066774,,,3.1730249706591263,3.1716134279203416,-1
2025-01,Haryana,Jhajjar,44,17733.0,36316.0,394.06666666666666,807.0222222222222,-0.3438112858464385,,,3.1734168953474597,3.175146386052331,-1
2025-01,Haryana,Jind,82,27320.0,57117.0,329.1566265060241,688.156626506024,-0.3528861413107842,,,3.1742393040718007,3.1744481144652257,-1
2025-01,Haryana,Karnal,59,30865.0,60083.0,514.4166666666666,1001.3833333333332,-0.3212569681909641,,,3.1741724864914755,3.174678871550985,-1
2025-01,Haryana,Panchkula,8,20842.0,25704.0,2315.777777777778,2856.0,-0.1044535630652888,,,3.174979840743169,3.1753370548545843,-1
2025-01,Haryana,Rewari,50,25163.0,30834.0,493.3921568627451,604.5882352941177,-0.1012714739812136,,,3.1705164552949627,3.1729698898526064,-1
2025-01,Haryana,Sirsa,36,31365.0,61243.0,847.7027027027027,1655.2162162162165,-0.3226252308091006,,,3.17421535294629,3.174721523833724,-1
2025-01,Haryana,Yamuna Nagar,27,30958.0,55621.0,1105.642857142857,1986.4642857142856,-0.2848579348579348,,,3.174025013330405,3.175099516646396,-1
2025-01,Himachal Pradesh,Chamba,9,5711.0,19506.0,571.1,1950.6,-0.5470298992782933,,,3.102717618681765,3.173418410551138,-1
2025-01,Himachal Pradesh,Mandi,23,4538.0,38221.0,189.08333333333331,1592.5416666666667,-0.7877221702525725,,,3.139570742918394,3.174834097583928,-1
2025-01,Himachal Pradesh,Shimla,10,3538.0,22744.0,321.6363636363636,2067.6363636363635,-0.7307385001712133,,,3.165093842636405,3.1751632208201,-1
2025-01,Himachal Pradesh,Sirmaur,9,10390.0,21845.0,1039.0,2184.5,-0.355348058071721,,,3.17346160185543,3.17497068419366,-1
2025-01,Himachal Pradesh,Solan,16,2031.0,20318.0,119.47058823529412,1195.1764705882354,-0.8182102908277404,,,3.1182034717939398,3.173858104674725,-1
2025-01,Himachal Pradesh,Una,14,1981.0,18131.0,132.06666666666666,1208.7333333333331,-0.8029632575945905,,,3.1398918688053663,3.174611702155174,-1
2025-01,Jammu and Kashmir,Budgam,24,14444.0,13977.0,577.76,559.08,0.0164309337836886,,,3.173290474367782,3.1599075617262438,-1
2025-01,Jammu and Kashmir,Kishtwar,11,3186.0,14626.0,265.5,1218.8333333333333,-0.6422275865940605,,,3.1513505960584456,3.16925552705062,-1
2025-01,Jammu and Kashmir,Shupiyan,9,4536.0,9547.0,453.6,954.7,-0.3557938085771088,,,3.171342924504126,3.1722816105330898,-1
2025-02,Jharkhand,Dhanbad,442,2495.0,2088.0,5.632054176072235,4.713318284424379,0.0887870855148342,-52488.0,-106665.0,-0.6819116949464143,-0.4406988531659151,-1
2025-02,Jharkhand,Giridih,545,2089.0,1646.0,3.826007326007326,3.0146520146520146,0.1185760171306209,-67941.0,-75506.0,-0.5900058991508034,-0.3720583163425323,-1
2025-01,Jharkhand,Pashchimi Singhbhum,11,2756.0,10115.0,229.66666666666663,842.9166666666666,-0.5717060285891858,,,3.115142421298558,3.1743754872929504,-1
2025-02,Jharkhand,Ranchi,589,2621.0,2513.0,4.442372881355932,4.259322033898305,0.0210321324245374,-47237.0,-128213.0,-0.6389492379517713,-0.5872231681839692,-1
2025-02,Karnataka,Bengaluru,694,5512.0,4999.0,7.930935251798561,7.192805755395684,0.0488013698630137,-166488.0,-194422.0,-1.0393324799406385,-0.7797848776257008,-1
2025-01,Karnataka,Hassan,53,21179.0,31354.0,392.2037037037037,580.6296296296297,-0.1936840903034225,,,3.1737194213629696,3.174855598134358,-1
2025-04,Kerala,Kollam,2,2071.0,1345.0,690.3333333333334,448.3333333333333,0.2124670763827919,160.0,-142.0,3.1691469060953743,1.946915622947908,-1
2025-01,Kerala,Wayanad,20,5022.0,24076.0,239.14285714285717,1146.4761904761904,-0.6547991339908588,,,2.8049608354826714,3.169263545789622,-1
2025-01,Madhya Pradesh,Anuppur,26,14988.0,53959.0,555.1111111111111,1998.4814814814813,-0.5652230666589314,,,3.174301478271452,3.1752531164084674,-1
2025-02,Madhya Pradesh,Barwani,481,853.0,1952.0,1.7697095435684649,4.049792531120332,-0.3916607270135424,-57139.0,-110018.0,-1.4588246366473776,-0.944593427716622,-1
